_id,parent_id,wtype,creation_cost,upgrade_cost,attack,max_attack,element,element_attack,element_2,element_2_attack,awaken,awaken_attack,defense,sharpness,affinity,horn_notes,shelling_type,phial,charges,coatings,recoil,reload_speed,rapid_fire,deviation,ammo,special_ammo,num_slots,tree_depth,final,family
131846,131845,"Sword and Shield",0,36000,300,0,Blastblight,24,"",0,"",0,0,"6.4.5.16.4.0.0 6.4.5.16.5.1.0 6.4.5.16.5.4.0",0,,,,,,,,,,,,0,0,0,515
131847,131846,"Sword and Shield",0,38400,340,0,Blastblight,25,"",0,"",0,0,"3.2.17.12.6.0.0 3.2.17.12.7.1.0 3.2.17.12.7.3.1",0,,,,,,,,,,,,0,0,1,515
132097,131843,"Sword and Shield",0,15000,170,0,Blastblight,30,"",0,"",0,0,"3.6.16.8.2.0.0 3.6.16.8.4.0.0 3.6.16.8.7.0.0",0,,,,,,,,,,,,1,0,0,516
132098,132097,"Sword and Shield",0,30000,180,0,Blastblight,32,"",0,"",0,0,"8.4.11.10.2.0.0 8.4.11.10.4.0.0 8.4.11.10.6.1.0",0,,,,,,,,,,,,1,0,0,516
132099,132098,"Sword and Shield",0,45000,190,0,Blastblight,34,"",0,"",0,0,"7.4.12.9.3.0.0 7.4.12.9.5.0.0 7.4.12.9.6.2.0",0,,,,,,,,,,,,1,0,0,516
132100,132099,"Sword and Shield",0,60000,270,0,Blastblight,35,"",0,"",0,0,"6.3.15.10.3.3.0 6.3.15.10.3.5.0 6.3.15.10.3.8.0",0,,,,,,,,,,,,1,0,0,516
132101,132100,"Sword and Shield",0,75000,290,0,Blastblight,36,"",0,"",0,0,"11.5.6.12.2.4.0 11.5.6.12.2.6.0 11.5.6.12.2.7.2",0,,,,,,,,,,,,1,0,0,516
132102,132101,"Sword and Shield",0,90000,310,0,Blastblight,38,"",0,"",0,0,"10.5.8.10.2.5.0 10.5.8.10.2.6.1 10.5.8.10.2.6.4",0,,,,,,,,,,,,1,0,1,516
132353,131332,"Sword and Shield",0,1680,100,0,"",0,"",0,"",0,0,"5.7.8.10.0.0.0 5.7.8.10.2.0.0 5.7.8.10.5.0.0",40,,,,,,,,,,,,0,0,0,517
132354,132353,"Sword and Shield",0,3360,120,0,"",0,"",0,"",0,0,"8.4.11.10.2.0.0 8.4.11.10.4.0.0 8.4.11.10.6.1.0",40,,,,,,,,,,,,1,0,0,517
132355,132354,"Sword and Shield",0,20160,140,0,"",0,"",0,"",0,0,"5.3.13.10.4.0.0 5.3.13.10.6.0.0 5.3.13.10.8.1.0",40,,,,,,,,,,,,2,0,0,517
132356,132355,"Sword and Shield",0,21840,160,0,"",0,"",0,"",0,0,"10.7.3.12.7.1.0 10.7.3.12.7.3.0 10.7.3.12.7.6.0",40,,,,,,,,,,,,2,0,0,517
132357,132356,"Sword and Shield",0,23520,180,0,"",0,"",0,"",0,0,"7.4.12.9.6.2.0 7.4.12.9.6.4.0 7.4.12.9.6.7.0",40,,,,,,,,,,,,2,0,0,517
132358,132357,"Sword and Shield",0,25200,230,0,"",0,"",0,"",0,0,"9.4.11.7.6.3.0 9.4.11.7.6.5.0 9.4.11.7.6.8.0",40,,,,,,,,,,,,2,0,0,517
132359,132358,"Sword and Shield",0,26880,270,0,"",0,"",0,"",0,0,"9.7.8.8.6.6.1 9.7.8.8.6.6.1 9.7.8.8.6.6.1",40,,,,,,,,,,,,2,0,0,517
132360,132359,"Sword and Shield",0,28560,300,0,"",0,"",0,"",0,0,"5.5.13.7.7.6.2 5.5.13.7.7.6.2 5.5.13.7.7.6.2",40,,,,,,,,,,,,2,0,1,517
132609,131331,"Sword and Shield",0,840,90,0,Ice,24,"",0,"",0,0,"6.5.11.3.0.0.0 6.5.11.5.0.0.0 6.5.11.8.0.0.0",0,,,,,,,,,,,,0,0,0,518
132610,132609,"Sword and Shield",0,1680,100,0,Ice,30,"",0,"",0,0,"6.3.15.6.0.0.0 6.3.15.8.0.0.0 6.3.15.10.1.0.0",0,,,,,,,,,,,,0,0,0,518
132611,132610,"Sword and Shield",0,10080,130,0,Ice,36,"",0,"",0,0,"11.4.10.9.1.0.0 11.4.10.9.3.0.0 11.4.10.9.5.1.0",0,,,,,,,,,,,,1,0,0,518
132612,132611,"Sword and Shield",0,10920,200,0,Ice,42,"",0,"",0,0,"8.7.4.14.2.0.0 8.7.4.14.4.0.0 8.7.4.14.5.2.0",0,,,,,,,,,,,,2,0,0,518
132613,132612,"Sword and Shield",0,11760,230,0,Ice,44,"",0,"",0,0,"7.4.5.15.4.0.0 7.4.5.15.6.0.0 7.4.5.15.7.2.0",0,,,,,,,,,,,,2,0,0,518
132614,132613,"Sword and Shield",0,12600,280,0,Ice,46,"",0,"",0,0,"4.4.9.17.5.1.0 4.4.9.17.5.3.0 4.4.9.17.5.3.3",0,,,,,,,,,,,,2,0,0,518
132615,132614,"Sword and Shield",0,13440,310,0,Ice,48,"",0,"",0,0,"5.2.10.15.6.2.0 5.2.10.15.6.4.0 5.2.10.15.6.4.3",0,,,,,,,,,,,,2,0,1,518
132865,131331,"Sword and Shield",720,720,70,0,"",0,"",0,"",0,0,"4.4.9.3.0.0.0 4.4.9.5.0.0.0 4.4.9.8.0.0.0",0,,,,,,,,,,,,1,0,0,519
132866,132865,"Sword and Shield",0,1440,80,0,"",0,"",0,"",0,0,"6.4.5.5.0.0.0 6.4.5.7.0.0.0 6.4.5.10.0.0.0",0,,,,,,,,,,,,1,0,0,519
132867,132866,"Sword and Shield",0,2160,100,0,"",0,"",0,"",0,0,"7.7.3.8.0.0.0 7.7.3.10.0.0.0 7.7.3.13.0.0.0",0,,,,,,,,,,,,1,0,0,519
132868,132867,"Sword and Shield",0,9360,140,0,"",0,"",0,"",0,0,"8.7.4.11.0.0.0 8.7.4.13.0.0.0 8.7.4.14.2.0.0",0,,,,,,,,,,,,2,0,0,519
132869,132868,"Sword and Shield",0,10080,200,0,"",0,"",0,"",0,0,"8.7.4.14.2.0.0 8.7.4.14.4.0.0 8.7.4.14.5.2.0",0,,,,,,,,,,,,2,0,0,519
132870,132869,"Sword and Shield",0,10800,240,0,"",0,"",0,"",0,0,"10.3.8.9.5.0.0 10.3.8.9.5.2.0 10.3.8.9.5.5.0",0,,,,,,,,,,,,3,0,0,519
132871,132870,"Sword and Shield",0,11520,340,0,"",0,"",0,"",0,0,"3.6.16.8.7.0.0 3.6.16.8.7.2.0 3.6.16.8.7.4.1",0,,,,,,,,,,,,3,0,1,519
133121,132867,"Sword and Shield",0,1560,110,0,"",0,"",0,"",0,0,"8.7.3.7.0.0.0 8.7.3.9.0.0.0 8.7.3.12.0.0.0",20,,,,,,,,,,,,1,0,0,520
133122,133121,"Sword and Shield",0,3120,120,0,"",0,"",0,"",0,0,"10.3.3.9.0.0.0 10.3.3.10.1.0.0 10.3.3.10.4.0.0",20,,,,,,,,,,,,1,0,0,520
133123,133122,"Sword and Shield",0,18720,130,0,"",0,"",0,"",0,0,"7.3.10.9.1.0.0 7.3.10.9.3.0.0 7.3.10.9.6.0.0",20,,,,,,,,,,,,1,0,0,520
133124,133123,"Sword and Shield",0,20280,140,0,"",0,"",0,"",0,0,"7.4.12.9.3.0.0 7.4.12.9.5.0.0 7.4.12.9.6.2.0",25,,,,,,,,,,,,1,0,0,520
133125,133124,"Sword and Shield",0,21840,190,0,"",0,"",0,"",0,0,"6.4.9.12.3.1.0 6.4.9.12.3.3.0 6.4.9.12.3.6.0",25,,,,,,,,,,,,1,0,0,520
133126,133125,"Sword and Shield",0,23400,270,0,"",0,"",0,"",0,0,"5.3.15.12.3.2.0 5.3.15.12.3.4.0 5.3.15.12.3.7.0",25,,,,,,,,,,,,2,0,0,520
133127,133126,"Sword and Shield",0,24960,290,0,"",0,"",0,"",0,0,"11.5.6.12.2.4.0 11.5.6.12.2.6.0 11.5.6.12.2.7.2",25,,,,,,,,,,,,2,0,0,520
133128,133127,"Sword and Shield",0,26520,310,0,"",0,"",0,"",0,0,"10.5.8.10.2.4.1 10.5.8.10.2.4.3 10.5.8.10.2.4.6",25,,,,,,,,,,,,2,0,1,520
133377,132866,"Sword and Shield",0,1440,110,0,Paralysis,8,"",0,"",0,0,"4.4.9.3.0.0.0 4.4.9.5.0.0.0 4.4.9.8.0.0.0",-10,,,,,,,,,,,,1,0,0,521
133378,133377,"Sword and Shield",0,2880,130,0,Paralysis,10,"",0,"",0,0,"5.7.8.5.0.0.0 5.7.8.7.0.0.0 5.7.8.10.0.0.0",-10,,,,,,,,,,,,1,0,0,521
133379,133378,"Sword and Shield",0,17280,150,0,Paralysis,11,"",0,"",0,0,"4.4.9.8.0.0.0 4.4.9.10.0.0.0 4.4.9.13.0.0.0",-10,,,,,,,,,,,,1,0,0,521
133380,133379,"Sword and Shield",0,18720,170,0,Paralysis,13,"",0,"",0,0,"6.3.10.10.1.0.0 6.3.10.10.3.0.0 6.3.10.10.6.0.0",-10,,,,,,,,,,,,1,0,0,521
133381,133380,"Sword and Shield",0,20160,200,0,Paralysis,15,"",0,"",0,0,"7.4.12.9.3.0.0 7.4.12.9.5.0.0 7.4.12.9.6.2.0",-10,,,,,,,,,,,,1,0,0,521
133382,133381,"Sword and Shield",0,21600,260,0,Paralysis,17,"",0,"",0,0,"6.5.11.9.4.0.0 6.5.11.9.6.0.0 6.5.11.9.6.3.0",-10,,,,,,,,,,,,1,0,0,521
133383,133382,"Sword and Shield",0,23040,280,0,Paralysis,19,"",0,"",0,0,"15.2.8.9.4.2.0 15.2.8.9.4.4.0 15.2.8.9.4.7.0",-10,,,,,,,,,,,,1,0,0,521
133384,133383,"Sword and Shield",0,24480,310,0,Paralysis,23,"",0,"",0,0,"6.5.11.12.3.3.0 6.5.11.12.3.5.0 6.5.11.12.3.6.2",-10,,,,,,,,,,,,1,0,1,521
133633,132866,"Sword and Shield",0,1200,90,0,Sleep,18,"",0,"",0,0,"4.4.9.3.0.0.0 4.4.9.5.0.0.0 4.4.9.8.0.0.0",0,,,,,,,,,,,,0,0,0,522
133634,133633,"Sword and Shield",0,2400,110,0,Sleep,19,"",0,"",0,0,"6.4.9.6.0.0.0 6.4.9.8.0.0.0 6.4.9.11.0.0.0",0,,,,,,,,,,,,1,0,0,522
133635,133634,"Sword and Shield",0,3600,120,0,Sleep,20,"",0,"",0,0,"2.4.10.9.0.0.0 2.4.10.11.0.0.0 2.4.10.13.1.0.0",0,,,,,,,,,,,,1,0,0,522
133636,133635,"Sword and Shield",0,15600,160,0,Sleep,21,"",0,"",0,0,"2.4.10.13.1.0.0 2.4.10.13.3.0.0 2.4.10.13.6.0.0",0,,,,,,,,,,,,1,0,0,522
133637,133636,"Sword and Shield",0,16800,170,0,Sleep,22,"",0,"",0,0,"5.4.12.12.2.0.0 5.4.12.12.4.0.0 5.4.12.12.6.1.0",0,,,,,,,,,,,,1,0,0,522
133638,133637,"Sword and Shield",0,18000,180,0,Sleep,24,"",0,"",0,0,"5.2.10.15.3.0.0 5.2.10.15.5.0.0 5.2.10.15.6.2.0",0,,,,,,,,,,,,1,0,0,522
133639,133638,"Sword and Shield",0,19200,220,0,Sleep,26,"",0,"",0,0,"5.4.12.12.6.1.0 5.4.12.12.6.3.0 5.4.12.12.6.6.0",0,,,,,,,,,,,,1,0,0,522
133640,133639,"Sword and Shield",0,20400,250,0,Sleep,27,"",0,"",0,0,"13.2.7.9.7.2.0 13.2.7.9.7.4.0 13.2.7.9.7.7.0",0,,,,,,,,,,,,1,0,0,522
133641,133640,"Sword and Shield",0,21600,300,0,Sleep,28,"",0,"",0,0,"8.5.9.8.7.3.0 8.5.9.8.7.5.0 8.5.9.8.7.5.3",0,,,,,,,,,,,,1,0,1,522
133889,0,"Sword and Shield",600,0,70,0,"",0,"",0,"",0,0,"6.3.6.0.0.0.0 6.3.8.0.0.0.0 6.3.10.1.0.0.0",0,,,,,,,,,,,,0,0,0,523
133890,133889,"Sword and Shield",0,1200,80,0,"",0,"",0,"",0,0,"4.6.8.2.0.0.0 4.6.8.4.0.0.0 4.6.8.7.0.0.0",0,,,,,,,,,,,,0,0,0,523
133891,133890,"Sword and Shield",0,1800,100,0,"",0,"",0,"",0,0,"4.4.9.3.0.0.0 4.4.9.5.0.0.0 4.4.9.8.0.0.0",0,,,,,,,,,,,,0,0,0,523
133892,133891,"Sword and Shield",0,2400,110,0,"",0,"",0,"",0,0,"2.4.10.4.0.0.0 2.4.10.6.0.0.0 2.4.10.9.0.0.0",0,,,,,,,,,,,,0,0,0,523
133893,133892,"Sword and Shield",0,3000,120,0,"",0,"",0,"",0,0,"6.3.10.6.0.0.0 6.3.10.8.0.0.0 6.3.10.10.1.0.0",0,,,,,,,,,,,,0,0,0,523
133894,133893,"Sword and Shield",0,9000,150,0,"",0,"",0,"",0,0,"9.2.9.10.0.0.0 9.2.9.12.0.0.0 9.2.9.13.2.0.0",0,,,,,,,,,,,,0,0,0,523
133895,133894,"Sword and Shield",0,9600,180,0,"",0,"",0,"",0,0,"6.4.5.15.0.0.0 6.4.5.16.1.0.0 6.4.5.16.4.0.0",0,,,,,,,,,,,,0,0,0,523
133896,133895,"Sword and Shield",10200,10200,230,0,"",0,"",0,"",0,0,"8.2.3.17.0.0.0 8.2.3.17.2.0.0 8.2.3.17.5.0.0",0,,,,,,,,,,,,0,0,0,523
133897,133896,"Sword and Shield",0,10800,260,0,"",0,"",0,"",0,0,"7.6.4.16.2.0.0 7.6.4.16.4.0.0 7.6.4.16.6.1.0",0,,,,,,,,,,,,0,0,0,523
133898,133897,"Sword and Shield",0,11400,330,0,"",0,"",0,"",0,0,"4.6.8.12.5.0.0 4.6.8.12.7.0.0 4.6.8.12.7.3.0",0,,,,,,,,,,,,0,0,0,523
133899,133898,"Sword and Shield",0,12000,360,0,"",0,"",0,"",0,0,"2.4.10.13.6.0.0 2.4.10.13.7.1.0 2.4.10.13.7.4.0",0,,,,,,,,,,,,0,0,1,523
134145,133894,"Sword and Shield",8000,8000,140,0,Water,24,"",0,"",0,0,"4.6.8.7.0.0.0 4.6.8.9.0.0.0 4.6.8.12.0.0.0",0,,,,,,,,,,,,1,0,0,524
134146,134145,"Sword and Shield",0,16000,160,0,Water,26,"",0,"",0,0,"2.4.10.9.0.0.0 2.4.10.11.0.0.0 2.4.10.13.1.0.0",0,,,,,,,,,,,,1,0,0,524
134147,134146,"Sword and Shield",0,24000,180,0,Water,28,"",0,"",0,0,"8.4.11.10.2.0.0 8.4.11.10.4.0.0 8.4.11.10.6.1.0",0,,,,,,,,,,,,1,0,0,524
134148,134147,"Sword and Shield",0,32000,210,0,Water,30,"",0,"",0,0,"6.4.12.10.3.0.0 6.4.12.10.4.1.0 6.4.12.10.4.4.0",0,,,,,,,,,,,,1,0,0,524
134149,134148,"Sword and Shield",0,40000,270,0,Water,32,"",0,"",0,0,"19.2.6.8.4.1.0 19.2.6.8.4.3.0 19.2.6.8.4.3.3",0,,,,,,,,,,,,1,0,0,524
134150,134149,"Sword and Shield",0,48000,330,0,Water,34,"",0,"",0,0,"6.1.19.8.3.3.0 6.1.19.8.3.5.0 6.1.19.8.3.5.3",0,,,,,,,,,,,,1,0,1,524
134401,133891,"Sword and Shield",0,720,100,0,"",0,"",0,"",0,0,"6.4.5.5.0.0.0 6.4.5.7.0.0.0 6.4.5.10.0.0.0",0,,,,,,,,,,,,0,0,0,525
134402,134401,"Sword and Shield",0,1440,110,0,"",0,"",0,"",0,0,"4.6.8.7.0.0.0 4.6.8.9.0.0.0 4.6.8.12.0.0.0",0,,,,,,,,,,,,0,0,0,525
134403,134402,"Sword and Shield",0,2160,130,0,"",0,"",0,"",0,0,"8.7.4.11.0.0.0 8.7.4.13.0.0.0 8.7.4.14.2.0.0",0,,,,,,,,,,,,0,0,0,525
134404,134403,"Sword and Shield",0,9360,140,0,"",0,"",0,"",0,0,"7.8.3.11.1.0.0 7.8.3.11.3.0.0 7.8.3.11.5.1.0",0,,,,,,,,,,,,0,0,0,525
134405,134404,"Sword and Shield",0,10080,180,0,"",0,"",0,"",0,0,"7.4.12.9.3.0.0 7.4.12.9.5.0.0 7.4.12.9.6.2.0",0,,,,,,,,,,,,0,0,0,525
134406,134405,"Sword and Shield",0,10800,220,0,"",0,"",0,"",0,0,"10.3.8.9.5.0.0 10.3.8.9.5.2.0 10.3.8.9.5.5.0",0,,,,,,,,,,,,0,0,0,525
134407,134406,"Sword and Shield",0,11520,280,0,"",0,"",0,"",0,0,"9.7.8.8.6.2.0 9.7.8.8.6.4.0 9.7.8.8.6.6.1",0,,,,,,,,,,,,0,0,0,525
134408,134407,"Sword and Shield",0,12240,340,0,"",0,"",0,"",0,0,"10.3.8.9.5.5.0 10.3.8.9.5.5.2 10.3.8.9.5.5.5",0,,,,,,,,,,,,0,0,1,525
134657,134403,"Sword and Shield",0,1080,110,0,"",0,"",0,"",0,0,"5.2.10.8.0.0.0 5.2.10.10.0.0.0 5.2.10.13.0.0.0",5,,,,,,,,,,,,2,0,0,526
134658,134657,"Sword and Shield",0,11880,140,0,"",0,"",0,"",0,0,"5.7.8.10.0.0.0 5.7.8.10.2.0.0 5.7.8.10.5.0.0",5,,,,,,,,,,,,3,0,0,526
134659,134658,"Sword and Shield",0,12960,170,0,"",0,"",0,"",0,0,"6.3.10.10.1.0.0 6.3.10.10.3.0.0 6.3.10.10.6.0.0",5,,,,,,,,,,,,3,0,0,526
134660,134659,"Sword and Shield",0,14040,180,0,"",0,"",0,"",0,0,"10.5.8.10.2.0.0 10.5.8.10.2.2.0 10.5.8.10.2.5.0",5,,,,,,,,,,,,3,0,0,526
134661,134660,"Sword and Shield",0,15120,260,0,"",0,"",0,"",0,0,"8.6.5.16.3.2.0 8.6.5.16.3.4.0 8.6.5.16.3.4.3",5,,,,,,,,,,,,3,0,0,526
134662,134661,"Sword and Shield",0,16200,320,0,"",0,"",0,"",0,0,"7.7.3.18.3.2.0 7.7.3.18.3.3.1 7.7.3.18.3.3.4",10,,,,,,,,,,,,3,0,1,526
134913,134658,"Sword and Shield",0,15000,180,0,"",0,"",0,"",0,10,"6.5.16.7.1.0.0 6.5.16.7.3.0.0 6.5.16.7.3.3.0",0,,,,,,,,,,,,1,0,0,527
134914,134913,"Sword and Shield",0,30000,190,0,"",0,"",0,"",0,10,"7.7.11.8.2.0.0 7.7.11.8.4.0.0 7.7.11.8.4.3.0",0,,,,,,,,,,,,1,0,0,527
134915,134914,"Sword and Shield",0,45000,210,0,"",0,"",0,"",0,10,"6.4.12.10.3.0.0 6.4.12.10.4.1.0 6.4.12.10.4.4.0",0,,,,,,,,,,,,1,0,0,527
134916,134915,"Sword and Shield",0,60000,310,0,"",0,"",0,"",0,10,"15.2.8.9.4.2.0 15.2.8.9.4.4.0 15.2.8.9.4.7.0",0,,,,,,,,,,,,1,0,0,527
134917,134916,"Sword and Shield",0,75000,340,0,"",0,"",0,"",0,10,"11.5.6.12.2.4.0 11.5.6.12.2.6.0 11.5.6.12.2.7.2",0,,,,,,,,,,,,1,0,1,527
135169,134402,"Sword and Shield",0,1440,100,0,Water,10,"",0,"",0,8,"4.6.8.7.0.0.0 4.6.8.9.0.0.0 4.6.8.12.0.0.0",0,,,,,,,,,,,,0,0,0,528
135170,135169,"Sword and Shield",0,2880,120,0,Water,12,"",0,"",0,10,"7.3.4.11.0.0.0 7.3.4.13.0.0.0 7.3.4.16.0.0.0",0,,,,,,,,,,,,0,0,0,528
135171,135170,"Sword and Shield",0,17280,130,0,Water,15,"",0,"",0,15,"2.4.10.13.1.0.0 2.4.10.13.3.0.0 2.4.10.13.6.0.0",0,,,,,,,,,,,,0,0,0,528
135172,135171,"Sword and Shield",0,18720,150,0,Water,20,"",0,"",0,18,"8.1.10.12.4.0.0 8.1.10.12.6.0.0 8.1.10.12.8.1.0",0,,,,,,,,,,,,0,0,0,528
135173,135172,"Sword and Shield",0,20160,200,0,Water,25,"",0,"",0,20,"7.8.3.11.5.1.0 7.8.3.11.5.3.0 7.8.3.11.5.6.0",0,,,,,,,,,,,,0,0,0,528
135174,135173,"Sword and Shield",0,21600,230,0,Water,27,"",0,"",0,23,"9.2.9.13.5.2.0 9.2.9.13.5.4.0 9.2.9.13.5.7.0",0,,,,,,,,,,,,0,0,0,528
135175,135174,"Sword and Shield",0,23040,260,0,Water,30,"",0,"",0,26,"10.5.8.10.2.5.0 10.5.8.10.2.6.1 10.5.8.10.2.6.4",0,,,,,,,,,,,,0,0,0,528
135176,135175,"Sword and Shield",0,24480,310,0,Water,32,"",0,"",0,30,"10.5.8.10.2.4.1 10.5.8.10.2.4.3 10.5.8.10.2.4.6",0,,,,,,,,,,,,0,0,1,528
135425,134401,"Sword and Shield",0,750,100,0,Fire,10,"",0,"",0,2,"9.7.4.0.0.0.0 9.7.6.0.0.0.0 9.7.8.1.0.0.0",0,,,,,,,,,,,,0,0,0,529
135426,135425,"Sword and Shield",0,1500,110,0,Fire,12,"",0,"",0,4,"15.2.8.0.0.0.0 15.2.8.2.0.0.0 15.2.8.5.0.0.0",0,,,,,,,,,,,,0,0,0,529
135427,135426,"Sword and Shield",0,2250,120,0,Fire,14,"",0,"",0,5,"6.5.11.3.0.0.0 6.5.11.5.0.0.0 6.5.11.8.0.0.0",0,,,,,,,,,,,,0,0,0,529
135428,135427,"Sword and Shield",0,9750,170,0,Fire,16,"",0,"",0,8,"5.4.12.9.0.0.0 5.4.12.11.0.0.0 5.4.12.12.2.0.0",0,,,,,,,,,,,,0,0,0,529
135429,135428,"Sword and Shield",10500,10500,230,0,Fire,18,"",0,"",0,10,"4.6.8.12.0.0.0 4.6.8.12.2.0.0 4.6.8.12.5.0.0",0,,,,,,,,,,,,0,0,0,529
135430,135429,"Sword and Shield",0,11250,290,0,Fire,19,"",0,"",0,12,"7.4.5.14.0.0.0 7.4.5.15.1.0.0 7.4.5.15.4.0.0",0,,,,,,,,,,,,0,0,0,529
135431,135430,"Sword and Shield",0,12000,320,0,Fire,20,"",0,"",0,12,"7.3.4.16.0.0.0 7.3.4.16.2.0.0 7.3.4.16.5.0.0",0,,,,,,,,,,,,0,0,0,529
135432,135431,"Sword and Shield",0,12750,350,0,Fire,22,"",0,"",0,14,"7.7.3.18.0.0.0 7.7.3.18.2.0.0 7.7.3.18.3.2.0",0,,,,,,,,,,,,0,0,1,529
135681,133890,"Sword and Shield",540,540,90,0,"",0,"",0,"",0,0,"4.6.5.0.0.0.0 4.6.7.0.0.0.0 4.6.8.2.0.0.0",0,,,,,,,,,,,,1,0,0,530
135682,135681,"Sword and Shield",0,1080,100,0,"",0,"",0,"",0,0,"6.3.10.1.0.0.0 6.3.10.3.0.0.0 6.3.10.6.0.0.0",0,,,,,,,,,,,,1,0,0,530
135683,135682,"Sword and Shield",0,1620,130,0,"",0,"",0,"",0,0,"6.3.10.6.0.0.0 6.3.10.8.0.0.0 6.3.10.10.1.0.0",0,,,,,,,,,,,,1,0,0,530
135684,135683,"Sword and Shield",0,7020,150,0,"",0,"",0,"",0,0,"5.3.10.7.0.0.0 5.3.10.9.0.0.0 5.3.10.9.3.0.0",0,,,,,,,,,,,,1,0,0,530
135685,135684,"Sword and Shield",0,7560,190,0,"",0,"",0,"",0,0,"5.3.13.9.0.0.0 5.3.13.10.1.0.0 5.3.13.10.4.0.0",0,,,,,,,,,,,,2,0,0,530
135686,135685,"Sword and Shield",0,8100,220,0,"",0,"",0,"",0,0,"7.5.7.10.1.0.0 7.5.7.10.3.0.0 7.5.7.10.5.1.0",0,,,,,,,,,,,,2,0,0,530
135687,135686,"Sword and Shield",0,8640,250,0,"",0,"",0,"",0,0,"6.5.11.9.4.0.0 6.5.11.9.6.0.0 6.5.11.9.6.3.0",0,,,,,,,,,,,,2,0,0,530
135688,135687,"Sword and Shield",0,9180,340,0,"",0,"",0,"",0,0,"7.3.10.9.6.0.0 7.3.10.9.7.1.0 7.3.10.9.7.4.0",0,,,,,,,,,,,,2,0,1,530
135937,135683,"Sword and Shield",0,2400,120,0,Thunder,25,"",0,"",0,0,"6.4.5.10.0.0.0 6.4.5.12.0.0.0 6.4.5.15.0.0.0",0,,,,,,,,,,,,1,0,0,531
135938,135937,"Sword and Shield",0,4800,130,0,Thunder,27,"",0,"",0,0,"6.3.9.12.0.0.0 6.3.9.14.0.0.0 6.3.9.14.3.0.0",0,,,,,,,,,,,,1,0,0,531
135939,135938,"Sword and Shield",0,28800,160,0,Thunder,28,"",0,"",0,0,"6.3.10.10.1.0.0 6.3.10.10.3.0.0 6.3.10.10.6.0.0",0,,,,,,,,,,,,1,0,0,531
135940,135939,"Sword and Shield",0,31200,210,0,Thunder,30,"",0,"",0,0,"6.4.12.10.3.0.0 6.4.12.10.4.1.0 6.4.12.10.4.4.0",0,,,,,,,,,,,,1,0,0,531
135941,135940,"Sword and Shield",0,33600,270,0,Thunder,32,"",0,"",0,0,"11.4.10.9.5.1.0 11.4.10.9.5.3.0 11.4.10.9.5.6.0",0,,,,,,,,,,,,1,0,0,531
135942,135941,"Sword and Shield",0,36000,280,0,Thunder,34,"",0,"",0,0,"7.4.12.11.4.2.0 7.4.12.11.4.4.0 7.4.12.11.4.5.2",0,,,,,,,,,,,,1,0,0,531
135943,135942,"Sword and Shield",0,38400,320,0,Thunder,35,"",0,"",0,0,"4.3.11.14.5.3.0 4.3.11.14.5.4.1 4.3.11.14.5.4.4",0,,,,,,,,,,,,2,0,1,531
136193,135682,"Sword and Shield",0,1320,110,0,Poison,10,"",0,"",0,0,"5.7.8.5.0.0.0 5.7.8.7.0.0.0 5.7.8.10.0.0.0",0,,,,,,,,,,,,0,0,0,532
136194,136193,"Sword and Shield",0,2640,130,0,Poison,14,"",0,"",0,0,"4.6.8.7.0.0.0 4.6.8.9.0.0.0 4.6.8.12.0.0.0",0,,,,,,,,,,,,1,0,0,532
136195,136194,"Sword and Shield",0,15840,150,0,Poison,18,"",0,"",0,0,"5.4.12.9.0.0.0 5.4.12.11.0.0.0 5.4.12.12.2.0.0",5,,,,,,,,,,,,1,0,0,532
136196,136195,"Sword and Shield",0,17160,170,0,Poison,22,"",0,"",0,0,"8.4.11.10.2.0.0 8.4.11.10.4.0.0 8.4.11.10.6.1.0",5,,,,,,,,,,,,1,0,0,532
136197,136196,"Sword and Shield",0,18480,190,0,Poison,26,"",0,"",0,0,"6.5.11.9.4.0.0 6.5.11.9.6.0.0 6.5.11.9.6.3.0",5,,,,,,,,,,,,1,0,0,532
136198,136197,"Sword and Shield",0,19800,250,0,Poison,27,"",0,"",0,0,"10.3.8.9.5.0.0 10.3.8.9.5.2.0 10.3.8.9.5.5.0",5,,,,,,,,,,,,1,0,0,532
136199,136198,"Sword and Shield",0,21120,280,0,Poison,28,"",0,"",0,0,"15.2.8.9.4.2.0 15.2.8.9.4.4.0 15.2.8.9.4.7.0",5,,,,,,,,,,,,1,0,0,532
136200,136199,"Sword and Shield",0,22440,310,0,Poison,30,"",0,"",0,0,"9.4.5.15.3.4.0 9.4.5.15.3.6.0 9.4.5.15.3.7.2",5,,,,,,,,,,,,1,0,1,532
136449,136195,"Sword and Shield",0,20000,150,0,Poison,32,"",0,"",0,0,"5.3.13.10.4.0.0 5.3.13.10.6.0.0 5.3.13.10.8.1.0",0,,,,,,,,,,,,2,0,0,533
136450,136449,"Sword and Shield",0,40000,160,0,Poison,36,"",0,"",0,0,"6.3.10.10.6.0.0 6.3.10.10.8.0.0 6.3.10.10.10.1.0",0,,,,,,,,,,,,2,0,0,533
136451,136450,"Sword and Shield",0,60000,170,0,Poison,40,"",0,"",0,0,"10.4.7.7.7.0.0 10.4.7.7.9.0.0 10.4.7.7.9.3.0",0,,,,,,,,,,,,2,0,0,533
136452,136451,"Sword and Shield",0,80000,260,0,Poison,42,"",0,"",0,0,"9.7.8.8.6.2.0 9.7.8.8.6.4.0 9.7.8.8.6.6.1",0,,,,,,,,,,,,2,0,0,533
